moth_id,date,timestamp,position_x,position_y,length_mm,width_mm,area_mm2,species,source_image
25,2024-12-13,2024-12-13 15:49:04.778902,2368,2295,16.81,9.54,160.39,,15-49-04.jpg
26,2024-12-13,2024-12-13 15:49:04.778902,1459,1126,47.08,22.25,1047.46,unknown,15-49-04.jpg
27,2024-12-13,2024-12-13 15:49:04.778902,1682,1020,22.2,8.81,195.62,,15-49-04.jpg
28,2024-12-13,2024-12-13 15:49:04.778902,3899,3698,55.59,19.83,1102.4,unknown,15-49-04.jpg
29,2024-12-13,2024-12-13 15:49:04.778902,1482,1117,8.27,3.09,25.58,,15-49-04.jpg
30,2024-12-13,2024-12-13 15:49:04.778902,1438,3697,4.43,8.56,37.89,,15-49-04.jpg
31,2024-12-13,2024-12-13 15:49:04.778902,2667,2306,10.79,4.75,51.31,,15-49-04.jpg
32,2024-12-13,2024-12-13 15:49:04.778902,1410,3341,27.26,15.23,415.24,,15-49-04.jpg
33,2024-12-13,2024-12-13 15:49:04.778902,2815,3141,22.71,12.06,273.78,,15-49-04.jpg
34,2024-12-13,2024-12-13 15:49:04.778902,2688,3948,9.39,20.71,194.48,,15-49-04.jpg
35,2024-12-13,2024-12-13 15:49:04.778902,1116,1428,23.19,54.01,1252.4,unknown,15-49-04.jpg
36,2024-12-13,2024-12-13 15:49:04.778902,1083,3536,37.86,19.12,723.97,unknown,15-49-04.jpg
37,2024-12-13,2024-12-13 15:49:04.778902,2979,3935,18.72,6.96,130.31,,15-49-04.jpg
38,2024-12-13,2024-12-13 15:49:04.778902,1467,1025,16.07,40.93,657.87,unknown,15-49-04.jpg
39,2024-12-13,2024-12-13 15:49:04.778902,2716,1238,55.75,21.1,1176.35,unknown,15-49-04.jpg
40,2024-12-13,2024-12-13 15:49:04.778902,3565,1459,9.74,3.48,33.93,,15-49-04.jpg
41,2024-12-13,2024-12-13 15:49:04.778902,1764,3500,10.68,3.66,39.05,,15-49-04.jpg
42,2024-12-13,2024-12-13 15:49:04.778902,3537,3421,38.31,19.07,730.41,unknown,15-49-04.jpg
43,2024-12-13,2024-12-13 15:49:04.778902,3764,3989,16.68,7.54,125.8,,15-49-04.jpg
44,2024-12-13,2024-12-13 15:49:04.778902,3570,1891,10.12,4.81,48.7,,15-49-04.jpg
45,2024-12-13,2024-12-13 15:49:04.778902,3925,2024,3.71,10.95,40.63,,15-49-04.jpg
1,2024-12-14,2024-12-14 08:01:27.857534,1879,1430,59.92,24.3,1456.13,unknown,08-01-27.jpg
2,2024-12-14,2024-12-14 08:01:27.857534,3805,3132,11.9,19.17,228.15,,08-01-27.jpg
3,2024-12-14,2024-12-14 08:01:27.857534,2316,2083,21.27,11.88,252.73,,08-01-27.jpg
4,2024-12-14,2024-12-14 08:01:27.857534,2646,3112,18.21,6.12,111.43,,08-01-27.jpg
5,2024-12-14,2024-12-14 08:01:27.857534,2451,2081,7.59,3.49,26.47,,08-01-27.jpg
6,2024-12-14,2024-12-14 08:01:27.857534,1638,3561,14.44,5.34,77.13,,08-01-27.jpg
7,2024-12-14,2024-12-14 08:01:27.857534,1730,2147,16.7,8.58,143.31,,08-01-27.jpg
8,2024-12-14,2024-12-14 08:01:27.857534,3117,3858,8.34,3.04,25.37,,08-01-27.jpg
9,2024-12-14,2024-12-14 08:01:27.857534,3335,3929,7.93,2.7,21.41,,08-01-27.jpg
10,2024-12-14,2024-12-14 08:01:27.857534,1348,2692,4.17,9.7,40.46,,08-01-27.jpg
11,2024-12-14,2024-12-14 08:01:27.857534,2089,2710,12.5,18.79,234.9,,08-01-27.jpg
12,2024-12-14,2024-12-14 08:01:27.857534,3813,2026,14.31,6.07,86.84,,08-01-27.jpg
13,2024-12-14,2024-12-14 08:01:27.857534,2202,3256,26.9,9.84,264.58,,08-01-27.jpg
14,2024-12-14,2024-12-14 08:01:27.857534,1836,2389,14.58,5.17,75.39,,08-01-27.jpg
15,2024-12-14,2024-12-14 08:01:27.857534,2050,2047,3.59,7.03,25.22,,08-01-27.jpg
16,2024-12-14,2024-12-14 08:01:27.857534,3827,3495,41.55,21.06,875.14,unknown,08-01-27.jpg
17,2024-12-14,2024-12-14 08:01:27.857534,2002,3512,5.79,11.47,66.38,,08-01-27.jpg
18,2024-12-14,2024-12-14 08:01:27.857534,1922,2709,21.46,53.66,1151.72,unknown,08-01-27.jpg
19,2024-12-14,2024-12-14 08:01:27.857534,2539,3285,10.46,4.27,44.63,,08-01-27.jpg
20,2024-12-14,2024-12-14 08:01:27.857534,3904,2596,30.19,13.53,408.28,,08-01-27.jpg
21,2024-12-14,2024-12-14 08:01:27.857534,2666,3956,35.56,16.96,603.22,unknown,08-01-27.jpg
22,2024-12-14,2024-12-14 08:01:27.857534,3245,3127,16.89,11.04,186.45,,08-01-27.jpg
23,2024-12-14,2024-12-14 08:01:27.857534,2310,2656,46.44,17.67,820.59,unknown,08-01-27.jpg
24,2024-12-14,2024-12-14 08:01:27.857534,2411,2864,14.76,9.71,143.32,,08-01-27.jpg
25,2024-12-14,2024-12-14 08:01:27.857534,1460,3868,4.59,9.99,45.84,,08-01-27.jpg
26,2024-12-14,2024-12-14 08:01:27.857534,3494,1626,9.78,4.61,45.12,,08-01-27.jpg
27,2024-12-14,2024-12-14 08:01:27.857534,3793,2550,34.76,14.64,508.97,,08-01-27.jpg
28,2024-12-14,2024-12-14 08:01:27.857534,3503,2403,9.31,3.85,35.89,,08-01-27.jpg
1,2024-12-14,2024-12-14 15:49:09.866505,2229,2420,15.31,7.22,110.64,,15-49-09.jpg
2,2024-12-14,2024-12-14 15:49:09.866505,2442,3686,44.04,16.44,723.99,unknown,15-49-09.jpg
3,2024-12-14,2024-12-14 15:49:09.866505,1000,1803,11.05,3.7,40.94,,15-49-09.jpg
4,2024-12-14,2024-12-14 15:49:09.866505,3073,3255,10.98,6.49,71.29,,15-49-09.jpg
5,2024-12-14,2024-12-14 15:49:09.866505,3330,2685,13.41,27.4,367.55,,15-49-09.jpg
6,2024-12-14,2024-12-14 15:49:09.866505,3009,3077,5.3,10.17,53.86,,15-49-09.jpg
7,2024-12-14,2024-12-14 15:49:09.866505,1794,1845,13.11,8.21,107.64,,15-49-09.jpg
8,2024-12-14,2024-12-14 15:49:09.866505,2136,1101,21.41,11.76,251.73,,15-49-09.jpg
9,2024-12-14,2024-12-14 15:49:09.866505,1130,1518,47.21,20.33,959.69,unknown,15-49-09.jpg
10,2024-12-14,2024-12-14 15:49:09.866505,2515,3201,15.84,8.36,132.35,,15-49-09.jpg
11,2024-12-14,2024-12-14 15:49:09.866505,3182,1319,12.15,4.51,54.87,,15-49-09.jpg
12,2024-12-14,2024-12-14 15:49:09.866505,2339,3322,8.72,4.18,36.46,,15-49-09.jpg
13,2024-12-14,2024-12-14 15:49:09.866505,3008,1698,51.54,25.59,1318.87,unknown,15-49-09.jpg
14,2024-12-14,2024-12-14 15:49:09.866505,2120,3226,49.47,20.9,1034.06,unknown,15-49-09.jpg
15,2024-12-14,2024-12-14 15:49:09.866505,3598,2117,52.42,18.24,955.97,unknown,15-49-09.jpg
16,2024-12-14,2024-12-14 15:49:09.866505,1066,1525,11.47,6.34,72.73,,15-49-09.jpg
17,2024-12-14,2024-12-14 15:49:09.866505,2378,3184,27.64,13.69,378.49,,15-49-09.jpg
18,2024-12-14,2024-12-14 15:49:09.866505,1699,3224,43.46,15.26,663.29,unknown,15-49-09.jpg
19,2024-12-14,2024-12-14 15:49:09.866505,2959,2849,16.03,9.8,157.2,,15-49-09.jpg
20,2024-12-14,2024-12-14 15:49:09.866505,1456,1907,21.57,8.61,185.64,,15-49-09.jpg
21,2024-12-14,2024-12-14 15:49:09.866505,2161,1628,8.81,3.25,28.67,,15-49-09.jpg
22,2024-12-14,2024-12-14 15:49:09.866505,1539,2068,13.06,6.97,91.11,,15-49-09.jpg
23,2024-12-14,2024-12-14 15:49:09.866505,1693,1442,13.77,31.74,436.88,,15-49-09.jpg
1,2024-12-15,2024-12-15 08:02:18.007795,3929,1626,11.44,6.63,75.81,,08-02-18.jpg
2,2024-12-15,2024-12-15 08:02:18.007795,1496,3655,3.26,9.31,30.4,,08-02-18.jpg
3,2024-12-15,2024-12-15 08:02:18.007795,3147,1862,5.26,10.03,52.8,,08-02-18.jpg
4,2024-12-15,2024-12-15 08:02:18.007795,2499,3699,13.39,4.78,64.05,,08-02-18.jpg
5,2024-12-15,2024-12-15 08:02:18.007795,3674,3022,13.61,5.34,72.7,,08-02-18.jpg
6,2024-12-15,2024-12-15 08:02:18.007795,2563,1235,5.71,14.68,83.8,,08-02-18.jpg
7,2024-12-15,2024-12-15 08:02:18.007795,3534,1414,8.86,5.11,45.22,,08-02-18.jpg
8,2024-12-15,2024-12-15 08:02:18.007795,2839,3263,13.75,5.07,69.64,,08-02-18.jpg
9,2024-12-15,2024-12-15 08:02:18.007795,1426,1550,17.2,7.58,130.31,,08-02-18.jpg
10,2024-12-15,2024-12-15 08:02:18.007795,1082,3018,18.63,7.13,132.76,,08-02-18.jpg
11,2024-12-15,2024-12-15 08:02:18.007795,1159,2609,9.19,16.72,153.73,,08-02-18.jpg
12,2024-12-15,2024-12-15 08:02:18.007795,3930,2249,5.96,10.8,64.31,,08-02-18.jpg
13,2024-12-15,2024-12-15 08:02:18.007795,3822,2474,11.69,5.28,61.76,,08-02-18.jpg
14,2024-12-15,2024-12-15 08:02:18.007795,2883,2058,24.58,10.15,249.42,,08-02-18.jpg
15,2024-12-15,2024-12-15 08:02:18.007795,3510,2961,15.23,8.26,125.77,,08-02-18.jpg
16,2024-12-15,2024-12-15 08:02:18.007795,2694,2517,40.95,20.4,835.29,unknown,08-02-18.jpg
17,2024-12-15,2024-12-15 08:02:18.007795,2037,2994,11.16,3.83,42.75,,08-02-18.jpg
18,2024-12-15,2024-12-15 08:02:18.007795,2641,3311,11.0,6.12,67.29,,08-02-18.jpg
19,2024-12-15,2024-12-15 08:02:18.007795,2763,2154,18.57,7.49,139.0,,08-02-18.jpg
20,2024-12-15,2024-12-15 08:02:18.007795,3747,2676,28.79,10.86,312.75,,08-02-18.jpg
21,2024-12-15,2024-12-15 08:02:18.007795,1214,1242,10.41,6.76,70.39,,08-02-18.jpg
22,2024-12-15,2024-12-15 08:02:18.007795,2194,1071,6.65,19.79,131.65,,08-02-18.jpg
23,2024-12-15,2024-12-15 08:02:18.007795,3990,1967,37.89,14.43,546.88,unknown,08-02-18.jpg
24,2024-12-15,2024-12-15 08:02:18.007795,2181,3460,31.38,55.76,1749.63,unknown,08-02-18.jpg
25,2024-12-15,2024-12-15 08:02:18.007795,1350,3215,17.45,6.63,115.68,,08-02-18.jpg
26,2024-12-15,2024-12-15 08:02:18.007795,1889,2659,5.14,8.83,45.37,,08-02-18.jpg
27,2024-12-15,2024-12-15 08:02:18.007795,2755,2155,7.67,4.06,31.13,,08-02-18.jpg
28,2024-12-15,2024-12-15 08:02:18.007795,2486,3152,28.36,11.82,335.23,,08-02-18.jpg
29,2024-12-15,2024-12-15 08:02:18.007795,2383,2320,8.64,3.14,27.09,,08-02-18.jpg
30,2024-12-15,2024-12-15 08:02:18.007795,1078,1335,48.68,26.37,1283.88,unknown,08-02-18.jpg
31,2024-12-15,2024-12-15 08:02:18.007795,3071,2347,32.23,14.22,458.2,,08-02-18.jpg
32,2024-12-15,2024-12-15 08:02:18.007795,3359,1203,21.09,9.31,196.29,,08-02-18.jpg
33,2024-12-15,2024-12-15 08:02:18.007795,1475,3768,31.1,17.49,543.99,,08-02-18.jpg
34,2024-12-15,2024-12-15 08:02:18.007795,2935,1067,9.0,21.78,196.08,,08-02-18.jpg
35,2024-12-15,2024-12-15 08:02:18.007795,1530,2152,15.02,5.36,80.42,,08-02-18.jpg
36,2024-12-15,2024-12-15 08:02:18.007795,2821,1567,44.0,15.52,682.94,unknown,08-02-18.jpg
37,2024-12-15,2024-12-15 08:02:18.007795,3352,2153,5.17,14.85,76.75,,08-02-18.jpg
1,2024-12-15,2024-12-15 15:49:18.394967,1906,3667,20.07,11.9,238.91,,15-49-18.jpg
2,2024-12-15,2024-12-15 15:49:18.394967,2806,2199,11.46,5.51,63.12,,15-49-18.jpg
3,2024-12-15,2024-12-15 15:49:18.394967,1528,2402,25.13,12.74,320.19,,15-49-18.jpg
4,2024-12-15,2024-12-15 15:49:18.394967,3907,1597,20.5,7.71,158.02,,15-49-18.jpg
5,2024-12-15,2024-12-15 15:49:18.394967,2686,1452,21.83,10.08,220.11,,15-49-18.jpg
6,2024-12-15,2024-12-15 15:49:18.394967,2742,2029,6.08,10.1,61.47,,15-49-18.jpg
7,2024-12-15,2024-12-15 15:49:18.394967,1721,2338,26.22,9.18,240.6,,15-49-18.jpg
8,2024-12-15,2024-12-15 15:49:18.394967,3414,1350,15.28,25.21,385.13,,15-49-18.jpg
9,2024-12-15,2024-12-15 15:49:18.394967,3476,2307,9.57,3.39,32.48,,15-49-18.jpg
10,2024-12-15,2024-12-15 15:49:18.394967,1263,1200,8.87,3.29,29.2,,15-49-18.jpg
11,2024-12-15,2024-12-15 15:49:18.394967,2735,2544,18.99,6.89,130.77,,15-49-18.jpg
12,2024-12-15,2024-12-15 15:49:18.394967,3911,2324,23.57,9.34,220.25,,15-49-18.jpg
13,2024-12-15,2024-12-15 15:49:18.394967,3168,1453,11.26,25.93,291.83,,15-49-18.jpg
14,2024-12-15,2024-12-15 15:49:18.394967,1048,1761,23.79,14.18,337.41,,15-49-18.jpg
15,2024-12-15,2024-12-15 15:49:18.394967,1345,2657,10.52,20.35,214.02,,15-49-18.jpg
16,2024-12-15,2024-12-15 15:49:18.394967,3403,3706,11.16,5.87,65.54,,15-49-18.jpg
17,2024-12-15,2024-12-15 15:49:18.394967,1697,1253,61.78,39.46,2438.03,unknown,15-49-18.jpg
18,2024-12-15,2024-12-15 15:49:18.394967,2090,3185,15.11,40.93,618.42,unknown,15-49-18.jpg
19,2024-12-15,2024-12-15 15:49:18.394967,3103,2948,31.77,49.07,1558.95,unknown,15-49-18.jpg
20,2024-12-15,2024-12-15 15:49:18.394967,3672,2576,20.82,11.39,237.25,,15-49-18.jpg
21,2024-12-15,2024-12-15 15:49:18.394967,1890,1207,45.41,16.05,728.92,unknown,15-49-18.jpg
22,2024-12-15,2024-12-15 15:49:18.394967,1430,1384,21.77,12.36,269.03,,15-49-18.jpg
23,2024-12-15,2024-12-15 15:49:18.394967,2124,3873,17.35,35.79,621.15,unknown,15-49-18.jpg
24,2024-12-15,2024-12-15 15:49:18.394967,3973,1860,8.17,19.63,160.42,,15-49-18.jpg
25,2024-12-15,2024-12-15 15:49:18.394967,2020,3097,20.37,9.16,186.55,,15-49-18.jpg
26,2024-12-15,2024-12-15 15:49:18.394967,1869,2582,5.19,10.82,56.17,,15-49-18.jpg
27,2024-12-15,2024-12-15 15:49:18.394967,1406,3690,7.95,3.36,26.69,,15-49-18.jpg
28,2024-12-15,2024-12-15 15:49:18.394967,3004,2600,38.08,13.15,500.8,unknown,15-49-18.jpg
29,2024-12-15,2024-12-15 15:49:18.394967,2421,1914,20.83,33.57,699.32,,15-49-18.jpg
30,2024-12-15,2024-12-15 15:49:18.394967,1622,3940,12.03,19.16,230.45,,15-49-18.jpg
31,2024-12-15,2024-12-15 15:49:18.394967,1127,3398,6.3,16.75,105.46,,15-49-18.jpg
32,2024-12-15,2024-12-15 15:49:18.394967,3313,2943,8.98,4.71,42.24,,15-49-18.jpg
33,2024-12-15,2024-12-15 15:49:18.394967,3034,1294,24.69,15.08,372.24,,15-49-18.jpg
1,2024-12-16,2024-12-16 08:03:05.192613,2533,2722,25.15,9.03,227.11,,08-03-05.jpg
2,2024-12-16,2024-12-16 08:03:05.192613,3903,3024,20.43,9.52,194.55,,08-03-05.jpg
3,2024-12-16,2024-12-16 08:03:05.192613,3166,1818,23.35,52.66,1229.78,unknown,08-03-05.jpg
4,2024-12-16,2024-12-16 08:03:05.192613,3230,3801,13.52,5.73,77.46,,08-03-05.jpg
5,2024-12-16,2024-12-16 08:03:05.192613,1991,3663,4.64,11.97,55.6,,08-03-05.jpg
6,2024-12-16,2024-12-16 08:03:05.192613,2163,1379,10.06,26.52,266.63,,08-03-05.jpg
7,2024-12-16,2024-12-16 08:03:05.192613,3601,1810,10.9,5.32,57.97,,08-03-05.jpg
8,2024-12-16,2024-12-16 08:03:05.192613,2667,2047,8.42,4.04,33.99,,08-03-05.jpg
9,2024-12-16,2024-12-16 08:03:05.192613,2269,2814,10.2,20.71,211.27,,08-03-05.jpg
10,2024-12-16,2024-12-16 08:03:05.192613,2707,3572,17.42,5.97,104.08,,08-03-05.jpg
11,2024-12-16,2024-12-16 08:03:05.192613,3718,1606,7.35,3.15,23.16,,08-03-05.jpg
12,2024-12-16,2024-12-16 08:03:05.192613,1246,1406,15.59,7.43,115.81,,08-03-05.jpg
13,2024-12-16,2024-12-16 08:03:05.192613,2877,1693,26.84,16.54,444.0,,08-03-05.jpg
14,2024-12-16,2024-12-16 08:03:05.192613,3626,1951,11.16,4.01,44.77,,08-03-05.jpg
15,2024-12-16,2024-12-16 08:03:05.192613,1379,2488,22.52,9.83,221.5,,08-03-05.jpg
16,2024-12-16,2024-12-16 08:03:05.192613,3955,3262,9.54,16.28,155.35,,08-03-05.jpg
17,2024-12-16,2024-12-16 08:03:05.192613,3811,3274,11.52,26.53,305.52,,08-03-05.jpg
18,2024-12-16,2024-12-16 08:03:05.192613,3359,2291,5.12,14.34,73.34,,08-03-05.jpg
19,2024-12-16,2024-12-16 08:03:05.192613,3260,3731,40.74,14.45,588.57,unknown,08-03-05.jpg
20,2024-12-16,2024-12-16 08:03:05.192613,2671,2745,10.06,4.41,44.33,,08-03-05.jpg
21,2024-12-16,2024-12-16 08:03:05.192613,3799,3646,2.92,8.4,24.57,,08-03-05.jpg
22,2024-12-16,2024-12-16 08:03:05.192613,2422,2738,28.24,14.0,395.48,,08-03-05.jpg
23,2024-12-16,2024-12-16 08:03:05.192613,2297,2694,18.01,42.86,771.65,unknown,08-03-05.jpg
24,2024-12-16,2024-12-16 08:03:05.192613,2847,1181,27.2,62.5,1700.18,unknown,08-03-05.jpg
25,2024-12-16,2024-12-16 08:03:05.192613,2291,1487,6.85,16.55,113.32,,08-03-05.jpg
26,2024-12-16,2024-12-16 08:03:05.192613,2733,1453,17.26,10.59,182.84,,08-03-05.jpg
27,2024-12-16,2024-12-16 08:03:05.192613,2672,1287,21.15,10.82,228.78,,08-03-05.jpg
28,2024-12-16,2024-12-16 08:03:05.192613,1429,2909,27.38,11.5,314.92,,08-03-05.jpg
29,2024-12-16,2024-12-16 08:03:05.192613,1784,1193,9.5,5.27,50.04,,08-03-05.jpg
30,2024-12-16,2024-12-16 08:03:05.192613,2506,3231,9.78,4.33,42.35,,08-03-05.jpg
31,2024-12-16,2024-12-16 08:03:05.192613,3545,3772,23.73,15.43,366.09,,08-03-05.jpg
32,2024-12-16,2024-12-16 08:03:05.192613,3855,3307,9.53,27.25,259.72,,08-03-05.jpg
33,2024-12-16,2024-12-16 08:03:05.192613,1762,1035,10.1,5.99,60.52,,08-03-05.jpg
34,2024-12-16,2024-12-16 08:03:05.192613,3977,2368,33.62,13.37,449.42,,08-03-05.jpg
35,2024-12-16,2024-12-16 08:03:05.192613,3397,3027,48.63,26.88,1307.18,unknown,08-03-05.jpg
36,2024-12-16,2024-12-16 08:03:05.192613,1687,2008,2.79,7.62,21.25,,08-03-05.jpg
37,2024-12-16,2024-12-16 08:03:05.192613,1896,2758,39.8,19.08,759.38,unknown,08-03-05.jpg
1,2024-12-16,2024-12-16 15:49:30.363779,3670,3805,16.7,26.66,445.18,,15-49-30.jpg
2,2024-12-16,2024-12-16 15:49:30.363779,2528,1355,33.17,12.76,423.17,,15-49-30.jpg
3,2024-12-16,2024-12-16 15:49:30.363779,1375,3261,16.06,5.5,88.35,,15-49-30.jpg
4,2024-12-16,2024-12-16 15:49:30.363779,1956,2668,9.4,20.12,189.02,,15-49-30.jpg
5,2024-12-16,2024-12-16 15:49:30.363779,3582,1665,11.76,7.77,91.4,,15-49-30.jpg
6,2024-12-16,2024-12-16 15:49:30.363779,1119,1640,4.82,12.98,62.61,,15-49-30.jpg
7,2024-12-16,2024-12-16 15:49:30.363779,2491,3769,12.83,4.44,56.97,,15-49-30.jpg
8,2024-12-16,2024-12-16 15:49:30.363779,3381,2795,12.79,5.1,65.21,,15-49-30.jpg
9,2024-12-16,2024-12-16 15:49:30.363779,1122,3186,19.01,10.6,201.56,,15-49-30.jpg
10,2024-12-16,2024-12-16 15:49:30.363779,1309,3209,8.73,3.89,33.94,,15-49-30.jpg
11,2024-12-16,2024-12-16 15:49:30.363779,3307,3392,31.42,15.66,492.19,,15-49-30.jpg
12,2024-12-16,2024-12-16 15:49:30.363779,2386,3942,23.28,45.29,1054.45,unknown,15-49-30.jpg
13,2024-12-16,2024-12-16 15:49:30.363779,1430,3105,14.01,8.02,112.34,,15-49-30.jpg
14,2024-12-16,2024-12-16 15:49:30.363779,1698,3787,44.74,19.03,851.45,unknown,15-49-30.jpg
15,2024-12-16,2024-12-16 15:49:30.363779,3536,3295,23.74,11.97,284.22,,15-49-30.jpg
16,2024-12-16,2024-12-16 15:49:30.363779,1427,2749,40.82,15.87,647.99,unknown,15-49-30.jpg
17,2024-12-16,2024-12-16 15:49:30.363779,2129,2301,47.96,20.7,992.89,unknown,15-49-30.jpg
18,2024-12-16,2024-12-16 15:49:30.363779,1702,2335,17.63,42.39,747.29,unknown,15-49-30.jpg
19,2024-12-16,2024-12-16 15:49:30.363779,1528,1848,8.5,3.4,28.92,,15-49-30.jpg
20,2024-12-16,2024-12-16 15:49:30.363779,3962,1897,13.74,8.07,110.89,,15-49-30.jpg
21,2024-12-16,2024-12-16 15:49:30.363779,2481,2811,7.26,2.85,20.72,,15-49-30.jpg
22,2024-12-16,2024-12-16 15:49:30.363779,1828,3977,13.24,6.68,88.48,,15-49-30.jpg
23,2024-12-16,2024-12-16 15:49:30.363779,3520,1004,23.68,11.09,262.51,,15-49-30.jpg
24,2024-12-16,2024-12-16 15:49:30.363779,2617,2224,24.92,10.7,266.53,,15-49-30.jpg
25,2024-12-16,2024-12-16 15:49:30.363779,3105,2071,44.38,23.33,1035.54,unknown,15-49-30.jpg
26,2024-12-16,2024-12-16 15:49:30.363779,1514,3430,22.15,9.42,208.61,,15-49-30.jpg
27,2024-12-16,2024-12-16 15:49:30.363779,1668,1043,13.46,6.47,87.11,,15-49-30.jpg
28,2024-12-16,2024-12-16 15:49:30.363779,3610,2042,21.33,13.78,293.83,,15-49-30.jpg
29,2024-12-16,2024-12-16 15:49:30.363779,1689,2381,31.06,20.67,641.89,,15-49-30.jpg
30,2024-12-16,2024-12-16 15:49:30.363779,1952,3775,7.45,3.06,22.76,,15-49-30.jpg
31,2024-12-16,2024-12-16 15:49:30.363779,3119,3839,15.5,7.01,108.66,,15-49-30.jpg
32,2024-12-16,2024-12-16 15:49:30.363779,3104,2119,27.49,9.62,264.48,,15-49-30.jpg
33,2024-12-16,2024-12-16 15:49:30.363779,3796,1281,23.9,11.46,273.91,,15-49-30.jpg
34,2024-12-16,2024-12-16 15:49:30.363779,1848,3793,11.57,5.84,67.56,,15-49-30.jpg
35,2024-12-16,2024-12-16 15:49:30.363779,2484,2778,34.97,20.25,708.16,,15-49-30.jpg
36,2024-12-16,2024-12-16 15:49:30.363779,3684,2199,23.67,15.19,359.41,,15-49-30.jpg
37,2024-12-16,2024-12-16 15:49:30.363779,1857,3484,14.45,5.73,82.8,,15-49-30.jpg
38,2024-12-16,2024-12-16 15:49:30.363779,3558,2287,29.24,12.46,364.45,,15-49-30.jpg
